FARMCODE;CYCLE;WEEK;S_Respiratory;S.Diarrhoea;S.CNS;S.Malaise;S.Leglesions;S.Suddendeath
75-022;2;19;0;0;0;0;0;0
75-022;2;20;0;0;0;0;0;0
75-023;1;1;0;0;0;1;1;0
75-023;1;2;0;0;0;1;1;0
75-023;1;3;0;0;0;1;0;1
75-023;1;4;0;0;0;1;0;0
75-023;1;5;0;1;0;1;0;1
75-023;1;6;0;0;0;1;0;0
75-023;1;7;1;1;0;0;0;0
75-023;1;8;0;0;0;0;0;0
75-023;1;9;1;0;0;1;0;0
75-023;1;10;1;0;0;1;0;0
75-023;1;11;1;0;0;1;0;0
75-023;1;12;1;0;0;1;0;0
75-023;1;13;1;0;0;1;0;0
75-023;1;14;1;0;0;1;0;0
75-023;1;15;1;0;0;1;0;0
75-023;1;16;1;0;0;1;0;0
75-023;1;17;0;0;0;1;0;0
75-025;2;1;0;1;0;0;0;0
75-025;2;2;0;0;0;0;0;0
75-025;2;3;0;0;0;1;0;0
75-025;2;4;0;0;0;0;0;0
75-025;2;5;0;0;0;1;0;0
75-025;2;6;0;0;0;1;0;0
75-025;2;7;0;0;0;0;0;0
75-025;2;8;0;0;0;0;0;0
75-025;2;9;1;0;0;0;0;0
75-025;2;10;0;0;0;0;0;0
75-025;2;11;0;0;0;0;0;0
75-025;2;12;0;0;0;0;0;0
75-025;2;13;0;0;0;0;0;0
75-025;2;14;1;0;0;0;0;0
75-025;2;15;0;0;0;0;0;0
75-025;2;16;0;0;0;0;0;0
75-025;2;17;0;0;0;0;0;0
75-025;2;18;0;0;0;0;0;0
75-025;2;19;0;0;0;0;0;0
75-025;2;20;0;0;0;0;0;0
75-025;2;21;0;0;0;0;0;0
75-026;1;1;0;0;0;0;0;0
75-026;1;2;0;0;0;0;0;0
75-026;1;3;0;0;0;0;0;0
75-026;1;4;0;1;0;0;0;0
75-026;1;5;0;0;0;0;0;0
75-026;1;6;0;0;0;1;0;0
75-026;1;7;0;0;0;0;0;0
75-026;1;8;0;0;0;0;0;0
75-026;1;9;0;0;0;0;0;0
75-026;1;10;0;0;0;0;0;0
75-026;1;11;0;0;0;0;0;0
75-026;1;12;0;0;0;0;0;0
75-026;1;13;0;0;0;0;0;0
75-026;1;14;0;0;0;0;0;0
75-026;1;15;0;0;0;0;0;0
75-026;1;16;0;0;0;0;0;0
75-026;1;17;0;0;0;0;0;0
75-026;1;18;0;0;0;0;0;0
75-026;1;19;0;0;0;0;0;0
75-026;2;1;0;0;0;0;0;0
75-026;2;2;0;0;0;0;0;0
75-026;2;3;0;0;0;0;0;0
75-026;2;4;0;0;0;0;0;0
75-026;2;5;0;0;0;0;0;0
75-026;2;6;0;0;0;0;0;0
75-026;2;7;0;0;0;0;0;0
75-026;2;8;0;0;0;0;0;0
75-027;1;1;0;1;1;0;0;0
75-027;1;2;0;0;0;0;0;0
75-027;1;3;0;0;0;0;0;0
75-027;1;4;1;0;0;0;0;0
75-027;1;5;0;0;0;0;0;0
75-027;1;6;0;0;0;0;0;0
75-027;1;7;0;0;0;0;0;0
75-027;1;8;0;0;0;0;0;0
75-027;1;9;0;0;0;0;0;0
75-027;1;10;0;0;0;0;0;0
75-027;1;11;0;0;0;0;0;0
75-027;1;12;0;0;0;0;0;0
75-027;1;13;0;0;0;0;0;0
75-027;1;14;0;0;0;0;0;0
75-027;1;15;0;0;0;0;0;0
75-027;1;16;0;0;0;0;0;0
75-027;1;17;0;0;0;0;0;0
75-027;1;18;0;0;0;0;0;0
75-027;1;19;0;0;0;0;0;0
75-027;1;20;0;0;0;0;0;0
75-027;2;1;0;1;1;0;0;0
75-027;2;2;1;1;1;1;0;0
75-027;2;3;0;1;0;0;0;0
75-027;2;4;0;0;0;0;0;0
75-027;2;5;0;0;0;0;0;0
75-027;2;6;0;0;0;0;0;0
75-027;2;7;0;0;0;0;0;0
75-027;2;8;0;0;0;0;0;0
75-027;2;9;0;0;0;0;0;0
75-027;2;10;1;0;0;0;0;0
75-027;2;11;0;0;0;1;0;0
75-027;2;12;0;0;0;0;0;0
75-027;2;13;0;0;0;0;0;0
75-027;2;14;0;0;0;0;0;0
75-027;2;15;0;0;0;0;0;0
75-027;2;16;0;0;0;0;0;0
75-027;2;17;0;0;0;0;0;0
75-027;2;18;0;0;0;0;0;0
75-027;2;19;0;0;0;0;0;0
75-027;2;20;0;0;0;0;0;0
75-027;3;1;0;1;1;0;0;0
75-027;3;2;0;0;0;0;0;0
75-027;3;3;0;0;0;0;0;0
75-027;3;4;0;0;0;0;0;0
75-027;3;5;0;0;0;0;0;0
75-027;3;6;0;0;0;0;0;0
75-027;3;7;0;0;0;0;0;0
75-027;3;8;0;0;0;0;0;0
75-027;3;9;0;0;0;0;0;0
75-027;3;10;0;0;0;0;0;0
75-028;1;1;0;1;0;1;0;0
75-028;1;2;0;0;0;0;0;0
75-028;1;3;0;0;0;1;0;0
75-028;1;4;0;0;0;1;0;0
75-028;1;5;0;0;0;1;0;0
75-028;1;6;0;0;0;0;0;0
75-028;1;7;0;0;0;0;0;0
75-028;1;8;0;0;0;0;0;0
75-028;1;9;0;0;0;0;0;0
75-028;1;10;0;0;0;0;0;0
75-028;1;11;0;0;0;0;0;0
75-028;1;12;0;0;0;0;0;0
75-028;1;13;0;0;0;0;0;0
75-028;1;14;0;0;0;0;0;0
75-028;1;15;0;0;0;0;0;0
75-028;1;16;0;0;0;0;0;0
75-028;1;17;0;0;0;0;0;0
75-028;1;18;0;0;0;0;0;0
75-028;2;1;0;0;0;1;0;0
75-028;2;2;0;1;0;1;0;0
75-028;2;3;0;1;0;1;0;0
75-028;2;4;0;1;0;1;0;0
75-028;2;5;0;1;0;1;0;0
75-028;2;6;0;0;0;0;0;0
75-028;2;7;0;1;0;1;0;0
75-028;2;8;0;0;0;1;0;0
75-028;2;9;0;0;0;1;0;0
75-028;2;10;0;0;0;0;0;0
75-028;2;11;0;0;0;0;0;0
75-028;2;12;0;0;0;0;0;0
75-028;2;13;0;0;0;0;0;0
75-028;2;14;0;0;0;0;0;0
75-028;2;15;0;0;0;0;0;0
75-028;2;16;0;0;0;0;0;0
75-028;2;17;0;0;0;0;0;0
75-029;1;1;0;0;0;1;0;0
75-029;1;2;0;0;0;0;0;0
75-029;1;3;0;0;0;0;0;0
75-029;1;4;0;0;0;1;0;0
75-029;1;5;0;0;0;0;0;0
75-029;1;6;0;0;0;1;0;0
75-029;1;7;0;0;0;1;0;0
75-029;1;8;0;0;0;0;0;0
75-029;1;9;1;0;0;0;0;0
75-029;1;10;1;0;0;0;0;0
75-029;1;11;0;0;0;0;0;0
75-029;1;12;0;0;0;0;0;0
75-029;1;13;0;0;0;0;0;0
75-029;1;14;0;0;0;0;0;0
75-029;1;15;0;0;0;0;0;0
75-029;1;16;0;0;0;0;0;0
75-029;1;17;0;0;0;0;0;0
75-029;1;18;0;0;0;0;0;0
75-029;1;19;0;0;0;0;0;0
75-029;1;20;0;0;0;0;0;0
75-029;1;21;0;0;0;0;0;0
75-029;1;22;0;0;0;0;0;0
75-029;1;23;0;0;0;0;0;0
75-029;1;24;0;0;0;0;0;0
75-029;2;1;0;0;0;0;0;0
75-029;2;2;0;0;0;0;0;0
75-029;2;3;0;0;0;0;0;0
75-029;2;4;0;0;0;0;0;0
75-029;2;5;0;0;0;1;0;0
75-029;2;6;0;0;0;0;0;0
75-029;2;7;0;0;0;0;0;0
75-029;2;8;0;0;0;0;0;0
75-029;2;9;0;0;0;0;0;0
75-029;2;10;0;0;0;1;0;0
75-029;2;11;0;0;0;0;0;0
75-029;2;12;0;0;0;0;0;0
75-029;2;13;0;0;0;0;0;0
75-029;2;14;0;0;0;0;0;0
75-029;2;15;0;0;0;0;0;0
75-029;2;16;0;0;0;1;0;0
75-029;2;17;0;0;0;0;0;0
75-029;2;18;0;0;0;0;0;0
75-029;2;19;0;0;0;0;0;0
75-029;2;20;0;0;0;0;0;0
75-029;3;1;0;0;0;1;0;0
75-029;3;2;0;0;0;0;0;0
75-029;3;3;0;0;0;0;0;0
75-029;3;4;0;0;0;0;0;0
75-029;3;5;0;0;0;1;0;0
75-029;3;6;0;0;0;1;0;0
75-029;3;7;0;0;0;0;0;0
75-030;1;1;0;1;0;0;0;0
75-030;1;2;0;0;0;1;0;0
75-030;1;3;0;1;0;0;0;0
75-030;1;4;0;1;0;0;0;0
75-030;1;5;0;0;0;1;0;0
75-030;1;6;0;0;0;1;0;0
75-030;1;7;0;0;0;0;0;0
75-030;1;8;0;1;0;0;0;0
75-030;1;9;0;0;0;0;0;0
75-030;1;10;0;0;0;0;0;0
75-030;1;11;0;0;0;0;0;0
75-030;1;12;0;0;0;0;0;0
75-030;1;13;0;0;0;0;0;0
75-030;1;14;0;0;0;0;0;0
75-030;1;15;0;0;0;0;0;0
75-030;1;16;0;0;0;0;0;0
75-030;1;17;0;0;0;0;0;0
75-030;2;1;0;0;0;1;0;0
75-030;2;2;0;0;0;1;0;0
75-030;2;3;0;0;0;0;1;0
75-030;2;4;0;0;0;0;0;0
75-030;2;5;0;0;0;0;0;0
75-030;2;6;0;1;0;0;0;0
75-030;2;7;0;1;0;0;0;0
75-030;2;8;0;0;0;0;0;0
75-030;2;9;0;0;0;0;0;0
75-030;2;10;0;0;0;0;0;0
75-030;2;11;0;0;0;0;0;0
75-030;2;12;0;0;0;0;0;0
75-030;2;13;0;0;0;0;0;0
75-030;2;14;0;0;0;0;0;0
75-030;2;15;0;0;0;0;0;0
75-030;2;16;0;0;0;0;0;0
75-030;2;17;0;0;0;0;0;0
75-030;2;18;0;0;0;0;0;0
75-030;2;19;0;0;0;0;0;0
75-030;2;20;0;0;0;0;0;0
75-030;2;21;0;0;0;0;0;0
75-031;1;1;0;0;0;0;0;0
75-031;1;2;0;0;0;0;0;0
75-031;1;3;0;0;0;0;0;0
75-031;1;4;0;0;0;0;0;0
75-031;1;5;0;0;0;0;0;0
75-031;1;6;0;0;0;0;0;0
75-031;1;7;0;1;0;1;0;0
75-031;1;8;0;0;0;0;0;0
75-031;1;9;0;0;0;1;0;0
75-031;1;10;0;0;0;0;0;0
75-031;1;11;0;0;0;0;0;0
75-031;1;12;0;0;0;0;0;0
75-031;1;13;0;0;0;0;0;0
75-031;1;14;0;0;0;0;0;0
75-031;1;15;0;0;0;0;0;0
75-031;2;1;0;0;0;0;0;0
75-031;2;2;0;0;0;0;0;0
75-031;2;3;0;0;0;0;0;0
75-031;2;4;0;0;0;0;0;0
75-031;2;5;0;0;0;0;0;0
75-031;2;6;0;0;0;0;0;0
75-031;2;7;0;0;0;0;0;0
75-031;2;8;0;0;0;0;0;0
75-031;2;9;0;0;0;0;0;0
75-031;2;10;0;0;0;0;0;0
75-031;2;11;0;0;0;0;0;0
75-031;2;12;0;0;0;1;0;0
75-031;2;13;0;0;0;0;0;0
75-031;2;14;0;0;0;0;0;0
75-031;2;15;0;0;0;0;0;0
75-031;2;16;0;0;0;0;0;0
75-031;2;17;0;0;0;0;0;0
75-031;2;18;0;0;0;0;0;0
75-032;1;1;0;0;0;0;0;0
75-032;1;2;0;0;0;1;0;0
75-032;1;3;0;0;0;0;0;0
75-032;1;4;0;0;0;0;0;0
75-032;1;5;0;0;0;0;0;0
75-032;1;6;0;0;0;0;0;0
75-032;1;7;0;0;0;0;0;0
75-032;1;8;0;0;0;1;0;0
75-032;1;9;0;0;0;0;0;0
75-032;1;10;0;0;0;0;0;0
75-032;1;11;0;0;0;0;0;0
75-032;1;12;0;0;0;0;0;0
75-032;1;13;0;0;0;0;0;0
75-032;1;14;0;0;0;0;0;0
75-032;1;15;0;0;0;0;0;0
75-032;1;16;0;0;0;0;0;0
75-032;1;17;0;0;0;0;0;0
75-033;1;1;0;0;0;0;0;0
75-033;1;2;0;0;0;0;0;0
75-033;1;3;0;0;0;0;0;0
75-033;1;4;0;0;0;0;0;0
75-033;1;5;0;0;0;1;0;0
75-033;1;6;0;0;0;0;0;0
75-033;1;7;0;0;0;0;0;0
75-033;1;8;0;0;0;0;0;0
75-033;1;9;0;0;0;0;0;0
75-033;1;10;0;0;0;0;0;0
75-033;1;11;0;0;0;0;0;0
75-033;1;12;0;0;0;0;0;0
75-033;1;13;0;0;0;1;0;0
75-033;1;14;0;0;0;0;0;0
75-033;1;15;0;0;0;0;0;0
75-033;2;1;0;0;0;0;0;0
75-033;2;2;0;0;0;0;0;0
75-033;2;3;0;0;0;0;0;0
75-033;2;4;0;0;0;0;0;0
75-033;2;5;0;0;0;0;0;0
75-033;2;6;0;0;0;1;0;0
75-033;2;7;0;0;0;0;0;0
75-033;2;8;0;0;0;0;0;0
75-033;2;9;1;0;0;0;0;0
75-033;2;10;0;0;0;0;0;0
75-033;2;11;0;0;0;0;0;0
75-033;2;12;1;0;0;0;0;0
75-033;2;13;0;0;0;0;0;0
75-033;2;14;0;0;0;0;0;0
75-033;2;15;0;0;0;0;0;0
75-033;2;16;0;0;0;0;0;0
75-033;2;17;0;0;0;0;0;0
75-034;1;1;0;0;0;0;0;0
75-034;1;2;0;0;0;1;0;0
75-034;1;3;0;0;0;0;0;0
75-034;1;4;0;0;0;0;0;0
75-034;1;5;0;0;0;0;0;0
75-034;1;6;0;0;0;0;0;0
75-034;1;7;0;0;0;0;0;0
75-034;1;8;0;0;0;0;0;0
75-034;2;1;0;0;0;0;0;0
75-034;2;2;0;0;0;0;0;0
75-034;2;3;0;0;0;0;0;0
75-034;2;4;0;0;0;0;0;0
75-034;2;5;0;0;0;0;0;0
75-034;2;6;0;0;0;0;0;0
75-034;2;7;0;0;0;0;0;0
75-034;2;8;0;0;0;0;0;0
75-034;2;9;0;0;0;0;0;0
75-034;2;10;0;0;0;0;0;0
75-034;2;11;0;0;0;0;0;0
75-034;2;12;0;0;0;0;0;0
75-035;1;1;0;0;0;0;0;0
75-035;1;2;0;0;0;0;0;0
75-035;1;3;0;0;0;0;0;0
75-035;1;4;0;0;0;0;0;0
75-035;1;5;0;0;0;0;0;0
75-035;1;6;0;0;0;0;0;0
75-035;1;7;0;0;0;0;0;0
75-035;1;8;0;0;0;0;0;0
75-035;1;9;0;0;0;0;0;0
75-035;1;10;0;0;0;0;0;0
75-035;1;11;0;0;0;0;0;0
75-035;1;12;0;0;0;0;0;0
75-035;1;13;0;0;0;0;0;0
75-035;1;14;0;0;0;1;0;0
75-035;1;15;0;0;0;1;0;0
75-035;1;16;0;0;0;0;0;0
75-035;1;17;0;0;0;0;0;0
75-035;1;18;0;0;0;0;0;0
75-035;1;19;0;0;0;0;0;0
75-035;1;20;0;0;0;0;0;0
75-035;1;21;0;0;0;0;0;0
75-035;1;22;0;0;0;0;0;0
75-035;1;23;0;0;0;0;0;0
75-035;1;24;0;0;0;0;0;0
75-035;1;25;0;0;0;0;0;0
75-036;1;1;0;0;0;0;0;0
75-036;1;2;0;0;0;0;0;0
75-036;1;3;0;0;0;1;0;0
75-036;1;4;0;0;0;0;0;0
75-036;1;5;0;0;0;0;0;0
75-036;1;6;0;0;0;0;0;0
75-036;1;7;0;0;0;0;0;0
75-036;1;8;0;0;0;0;0;0
75-036;2;1;0;0;0;0;0;0
75-036;2;2;0;0;0;0;0;0
75-036;2;3;0;0;0;0;0;0
75-036;2;4;0;0;0;0;0;0
75-036;2;5;0;0;0;0;0;0
75-036;2;6;0;0;0;0;0;0
75-036;2;7;0;0;0;0;0;0
75-036;2;8;0;0;0;0;0;0
75-036;2;9;0;0;0;0;0;0
75-036;2;10;0;0;0;0;0;0
75-037;1;1;0;0;0;1;0;0
75-037;1;2;0;0;0;1;0;0
75-037;1;3;0;0;0;0;0;0
75-038;1;1;0;0;0;0;0;0
75-038;1;2;0;0;0;1;0;0
75-038;1;3;0;0;0;0;0;0
75-038;1;4;0;0;0;0;0;0
75-038;1;5;0;0;0;0;0;0
75-038;1;6;0;0;0;0;0;0
75-038;1;7;0;0;0;0;0;0
75-038;1;8;0;0;0;0;0;0
75-038;1;9;0;0;0;0;0;0
75-038;1;10;0;0;0;0;0;0
75-038;1;11;0;0;0;1;0;0
75-038;1;12;0;0;0;0;0;0
75-038;1;13;0;0;0;0;0;0
75-038;1;14;0;0;0;0;0;0
75-038;1;15;0;0;0;0;0;0
75-038;1;16;0;0;0;0;0;0
75-038;1;17;0;0;0;0;0;0
75-038;1;18;0;0;0;0;0;0
75-038;1;19;0;0;0;0;0;0
75-039;1;1;0;0;0;1;0;0
75-039;1;2;0;0;0;1;0;0
75-039;1;3;0;0;0;0;0;0
75-039;1;4;0;0;0;1;0;0
75-039;1;5;0;0;0;1;0;0
75-039;1;6;0;0;0;0;0;0
75-039;1;7;0;0;0;0;0;0
75-039;1;8;0;0;1;0;0;0
75-039;1;9;0;0;1;0;0;0
75-039;1;10;0;0;0;0;0;0
75-039;1;11;0;0;0;0;0;0
75-039;1;12;0;0;1;1;0;0
75-039;1;13;0;0;0;0;0;0
75-039;1;14;0;0;0;0;0;0
75-039;1;15;1;1;0;1;0;0
75-039;1;16;1;1;0;1;0;0
75-039;1;17;0;0;0;1;0;0
75-039;1;18;0;0;0;0;0;0
75-039;1;19;0;0;0;0;0;0
75-039;2;1;0;0;0;1;0;0
75-039;2;2;0;0;0;1;0;0
75-039;2;3;0;0;0;0;0;0
75-039;2;4;0;0;0;1;0;0
75-039;2;5;0;0;0;1;0;0
75-039;2;6;0;0;0;1;0;0
75-039;2;7;0;0;0;0;0;0
75-039;2;8;0;0;0;0;0;0
75-039;2;9;0;0;1;1;0;0
75-039;2;10;0;0;1;1;0;0
75-039;2;11;0;1;0;1;0;0
75-039;2;12;0;1;0;1;0;0
75-039;2;13;0;1;0;1;0;0
75-039;2;14;0;1;0;1;0;0
75-039;2;15;0;1;0;1;0;0
75-040;1;1;0;0;0;0;0;0
75-040;1;2;0;0;0;0;0;0
75-040;1;3;0;0;0;0;0;0
75-040;1;4;0;0;0;0;0;0
75-040;1;5;0;0;0;0;0;0
75-040;1;6;0;0;0;0;0;0
75-040;1;7;0;0;0;0;1;0
75-040;1;8;0;0;0;0;0;0
75-040;1;9;0;0;0;0;0;0
75-040;1;10;0;0;0;0;0;0
75-040;1;11;0;0;0;0;0;0
75-040;1;12;0;0;0;0;0;0
75-040;1;13;0;0;0;0;0;0
75-040;1;14;0;0;0;0;0;0
75-040;1;15;0;0;0;0;0;0
75-040;1;16;0;0;0;0;0;0
75-040;2;1;0;0;0;0;0;0
75-040;2;2;0;0;0;0;0;0
75-040;2;3;0;0;0;0;0;0
75-040;2;4;0;0;0;0;0;0
75-040;2;5;0;0;0;0;0;0
75-040;2;6;0;0;0;0;0;0
75-040;2;7;0;0;0;0;0;0
75-040;2;8;0;0;0;0;0;0
75-040;2;9;0;0;0;0;0;0
75-041;1;1;0;0;0;0;0;0
75-041;1;2;0;0;0;0;0;0
75-041;1;3;0;0;0;0;0;0
75-041;1;4;0;0;0;0;0;0
75-041;1;5;0;0;0;0;0;0
75-041;1;6;0;0;0;0;0;0
75-041;1;7;0;0;0;0;0;0
75-041;1;8;0;0;0;0;0;0
75-041;1;9;0;0;0;0;0;0
75-041;1;10;0;0;0;0;0;0
75-041;1;11;0;0;0;0;0;0
75-041;1;12;0;0;0;0;0;0
75-041;1;13;0;0;0;0;0;0
75-041;1;14;0;0;0;0;0;0
75-041;1;15;0;0;0;0;0;0
75-041;1;16;0;0;0;0;0;0
75-041;1;17;0;0;0;0;0;0
75-041;1;18;0;0;0;0;0;0
75-041;1;19;0;0;0;0;0;0
75-041;1;20;0;0;0;0;0;0
75-041;2;1;0;0;0;0;0;0
75-041;2;2;0;0;0;0;0;0
75-041;2;3;0;0;0;0;0;0
75-041;2;4;0;0;0;0;0;0
